feature,importance
solvent_formula_Ne,0.0
solvent_formula_CO,0.0
solvent_formula_CF4,0.0
solvent_formula_C4H6,0.0
polymer_smiles_*C(C)(C(=O)OCCO)C*,0.0
polymer_smiles_*C(C)(C(=O)OC1(CC)C2CC3CC(C2)CC1C3)C*,0.0
solvent_smiles_CC(C)(C)C,0.0
solvent_formula_C3F8,0.0
solvent_smiles_C=CC=C,0.0
solvent_smiles_C=C(F)F,0.0
solvent_formula_C6H5NO2,0.0
solvent_smiles_C1COCCO1,0.0
solvent_smiles_C1CCCCC1,0.0
solvent_smiles_C#C,0.0
solvent_formula_C2H5OC2H5,0.0
solvent_name_vinylidene fluoride,0.0
solvent_formula_C2F6,0.0
solvent_name_sulfur hexafluoride,0.0
polymer_name_poly(vinylidene fluoride),0.0
solvent_formula_C2H5COC2H5,0.0
solvent_name_octane,0.0
solvent_name_octafluoropropane,0.0
solvent_name_nitromethane,0.0
solvent_name_nitrobenzene,0.0
solvent_name_neopentane,0.0
polymer_smiles_*C(F)(F)C*,0.0
